BKL380_KIJ380,VHZ380_BWK380a,VHZ380_BWK380b,KIJ380_OZN380,KIJ380_GT380a,KIJ380_GT380b
-445.5,-1.1,-1.1,107.5,1.0,1.0
-500.9,35.0,35.0,106.3,137.1,137.1
-677.1,33.4,33.4,163.6,100.4,100.4
-444.8,134.0,134.0,45.7,296.0,296.0
-482.8,127.5,127.5,58.2,325.8,325.8
-463.3,142.8,142.8,49.1,292.1,292.1
-654.3,32.2,32.2,155.9,217.4,217.4
-586.2,15.2,15.2,144.7,168.4,168.4
-890.5,-215.5,-215.5,297.1,476.1,476.1
-534.3,-111.1,-111.1,149.5,558.4,558.4
-193.9,50.7,50.7,0.7,376.8,376.8
131.4,200.2,200.2,-123.2,384.6,384.6
39.6,208.3,208.3,-123.4,241.6,241.6
2.0,159.8,159.8,-86.6,78.8,78.8
8.6,147.0,147.0,-82.4,64.2,64.2
121.7,158.6,158.6,-108.7,-7.4,-7.4
194.8,151.6,151.6,-125.5,-24.5,-24.5
249.2,107.0,107.0,-91.0,-64.1,-64.1
-25.7,8.9,8.9,10.7,-414.3,-414.3
-65.9,-10.3,-10.3,26.1,-405.1,-405.1
-30.0,-3.4,-3.4,11.3,-349.5,-349.5
-57.6,-34.8,-34.8,17.0,-352.3,-352.3
-32.7,-32.5,-32.5,8.2,-325.6,-325.6
-70.6,-49.6,-49.6,25.7,-306.5,-306.5
126.7,38.2,38.2,-78.1,26.8,26.8
137.9,33.1,33.1,-59.7,-83.0,-83.0
-63.8,-58.2,-58.2,48.8,-177.1,-177.1
-226.2,-102.7,-102.7,98.7,-286.4,-286.4
-255.7,-109.8,-109.8,112.6,-328.3,-328.3
-541.3,-272.6,-272.6,249.5,-183.6,-183.6
-681.2,-360.3,-360.3,311.1,11.2,11.2
-626.6,-345.6,-345.6,281.9,156.4,156.4
-455.6,-264.0,-264.0,208.2,12.8,12.8
-353.6,-228.2,-228.2,164.0,-79.0,-79.0
-176.3,-95.6,-95.6,73.4,-532.1,-532.1
-88.9,-47.3,-47.3,18.7,-440.9,-440.9
50.7,48.3,48.3,-44.8,-653.9,-653.9
92.8,37.7,37.7,-80.8,-120.6,-120.6
35.7,21.6,21.6,-57.2,-139.3,-139.3
92.3,49.5,49.5,-77.3,-138.9,-138.9
68.1,54.4,54.4,-73.7,-107.3,-107.3
-214.9,-87.7,-87.7,53.8,37.4,37.4
-327.3,-128.4,-128.4,103.7,-53.5,-53.5
-365.0,-147.5,-147.5,142.5,-198.2,-198.2
-431.0,-182.3,-182.3,161.4,48.3,48.3
-294.2,-104.2,-104.2,99.6,-88.6,-88.6
-245.0,-74.3,-74.3,66.2,76.1,76.1
-277.5,-48.2,-48.2,67.6,124.2,124.2
-408.5,-17.4,-17.4,96.2,100.4,100.4
-448.3,39.5,39.5,94.2,-29.7,-29.7
-582.1,15.9,15.9,149.4,11.5,11.5
-478.2,85.2,85.2,81.3,142.4,142.4
-463.3,112.7,112.7,61.0,271.5,271.5
-470.0,113.4,113.4,54.4,435.9,435.9
-515.8,114.7,114.7,67.0,438.4,438.4
-554.4,95.7,95.7,80.0,687.7,687.7
-585.4,40.3,40.3,105.1,710.4,710.4
-491.5,15.4,15.4,71.2,948.9,948.9
-167.8,172.1,172.1,-62.2,604.1,604.1
-64.4,222.0,222.0,-96.3,324.1,324.1
-3.2,197.2,197.2,-109.9,425.0,425.0
61.9,229.9,229.9,-131.9,264.6,264.6
-21.5,183.0,183.0,-100.5,454.9,454.9
48.0,237.1,237.1,-126.5,187.5,187.5
86.6,237.7,237.7,-143.1,294.1,294.1
128.4,221.5,221.5,-158.9,439.3,439.3
153.7,239.0,239.0,-183.8,474.6,474.6
87.5,188.1,188.1,-151.8,581.2,581.2
221.2,297.2,297.2,-203.4,88.0,88.0
164.7,226.8,226.8,-165.0,128.8,128.8
321.9,245.3,245.3,-212.2,304.6,304.6
308.8,202.5,202.5,-188.9,274.9,274.9
292.5,144.9,144.9,-171.9,484.4,484.4
-33.1,-40.4,-40.4,4.2,201.0,201.0
-146.2,-114.7,-114.7,70.6,219.1,219.1
-383.5,-237.9,-237.9,189.0,141.4,141.4
-315.8,-193.0,-193.0,161.1,7.7,7.7
-452.9,-262.4,-262.4,226.8,-11.2,-11.2
-422.3,-236.9,-236.9,214.6,-119.1,-119.1
-529.3,-317.8,-317.8,260.6,134.9,134.9
-391.5,-270.3,-270.3,198.0,202.7,202.7
-145.1,-175.9,-175.9,80.6,308.8,308.8
86.2,-14.9,-14.9,-40.1,-122.6,-122.6
185.8,39.1,39.1,-90.0,-167.7,-167.7
154.3,19.3,19.3,-75.2,-143.8,-143.8
180.5,39.1,39.1,-88.4,-167.2,-167.2
118.1,16.3,16.3,-60.1,-195.1,-195.1
138.4,25.7,25.7,-70.6,-171.7,-171.7
123.1,22.7,22.7,-65.7,-150.8,-150.8
-18.2,-45.2,-45.2,-3.9,-75.6,-75.6
-65.8,-56.1,-56.1,18.0,-151.5,-151.5
-68.8,-43.1,-43.1,21.5,-293.9,-293.9
-63.0,-28.7,-28.7,14.9,-288.2,-288.2
-30.3,-28.8,-28.8,3.7,-282.7,-282.7
-69.4,-46.1,-46.1,22.7,-297.9,-297.9
-4.3,-12.4,-12.4,-15.5,-129.4,-129.4
59.4,23.6,23.6,-51.8,-3.1,-3.1
-92.1,-53.6,-53.6,20.9,-23.9,-23.9
-257.0,-113.7,-113.7,101.2,-205.3,-205.3
-354.5,-146.7,-146.7,148.9,-327.2,-327.2
-430.1,-180.3,-180.3,186.1,-370.7,-370.7
-453.6,-189.8,-189.8,197.0,-376.6,-376.6
-478.4,-200.0,-200.0,209.0,-398.2,-398.2
-517.9,-217.3,-217.3,229.2,-450.1,-450.1
-435.7,-184.4,-184.4,190.2,-395.8,-395.8
-407.3,-204.7,-204.7,169.3,-40.2,-40.2
-432.1,-220.7,-220.7,186.4,-149.7,-149.7
-269.0,-148.7,-148.7,111.5,-143.9,-143.9
-83.9,-11.3,-11.3,35.8,-673.6,-673.6
-216.0,-82.7,-82.7,92.5,-535.1,-535.1
-274.8,-107.6,-107.6,113.2,-427.8,-427.8
-333.6,-99.2,-99.2,123.0,-350.6,-350.6
-467.5,-127.0,-127.0,173.5,-383.9,-383.9
-524.8,-131.4,-131.4,190.8,-366.3,-366.3
-830.5,-312.3,-312.3,317.1,148.7,148.7
-761.1,-228.1,-228.1,277.3,-71.2,-71.2
-739.1,-229.1,-229.1,246.0,399.6,399.6
-357.0,-45.5,-45.5,76.0,253.9,253.9
-356.7,-39.5,-39.5,76.0,221.6,221.6
-318.1,4.3,4.3,61.7,-3.4,-3.4
-477.9,-57.5,-57.5,138.4,-146.8,-146.8
-492.2,-68.5,-68.5,146.5,-122.7,-122.7
-375.3,-52.3,-52.3,129.8,-140.6,-140.6
-414.7,-58.6,-58.6,142.7,-104.1,-104.1
-297.3,4.0,4.0,75.7,-52.8,-52.8
-304.8,9.7,9.7,75.4,-38.9,-38.9
-337.6,-10.8,-10.8,95.1,-89.9,-89.9
-353.2,-46.9,-46.9,118.7,-199.0,-199.0
-340.3,-51.6,-51.6,118.1,-193.7,-193.7
-511.0,-132.3,-132.3,207.6,-287.8,-287.8
-417.9,-90.3,-90.3,159.3,-179.7,-179.7
-438.2,-125.8,-125.8,163.2,77.4,77.4
-206.0,7.9,7.9,65.0,-257.8,-257.8
-174.8,48.4,48.4,50.8,-444.9,-444.9
-236.5,11.2,11.2,75.2,-318.5,-318.5
-351.3,-4.4,-4.4,99.7,-55.3,-55.3
-426.5,27.1,27.1,103.8,-22.5,-22.5
-492.6,43.6,43.6,112.1,-17.9,-17.9
-857.0,-130.3,-130.3,273.2,263.4,263.4
-843.4,-93.3,-93.3,251.7,313.0,313.0
-803.1,-50.0,-50.0,213.1,452.2,452.2
-433.0,126.5,126.5,36.3,102.6,102.6
-402.9,47.4,47.4,47.1,295.9,295.9
-476.0,-46.5,-46.5,124.4,-101.0,-101.0
-507.2,-80.9,-80.9,148.8,-130.9,-130.9
-293.9,13.5,13.5,63.5,-127.5,-127.5
-502.3,-125.8,-125.8,170.1,59.7,59.7
-587.3,-109.2,-109.2,181.3,201.9,201.9
-652.3,-95.1,-95.1,192.3,255.0,255.0
-634.0,-45.2,-45.2,165.2,324.7,324.7
-777.1,-110.4,-110.4,232.3,275.5,275.5
-836.9,-143.9,-143.9,266.7,330.1,330.1
-893.0,-182.4,-182.4,286.2,475.5,475.5
-761.3,-154.5,-154.5,250.8,174.3,174.3
-535.7,-76.1,-76.1,142.9,419.1,419.1
-392.4,31.5,31.5,90.4,-125.6,-125.6
-319.8,73.1,73.1,52.9,-91.7,-91.7
-345.7,69.8,69.8,62.1,-107.7,-107.7
-309.1,58.3,58.3,58.2,-145.9,-145.9
-273.6,86.9,86.9,33.4,-70.7,-70.7
-528.4,-7.2,-7.2,123.6,256.0,256.0
-591.6,-40.0,-40.0,148.0,368.7,368.7
-437.3,21.9,21.9,103.3,-47.8,-47.8
-395.4,39.1,39.1,95.7,-241.3,-241.3
-481.6,33.2,33.2,127.8,-334.4,-334.4
-381.5,36.2,36.2,90.2,-216.7,-216.7
-341.5,40.8,40.8,76.2,-182.0,-182.0
-331.6,30.2,30.2,79.3,-194.0,-194.0
-508.3,-138.2,-138.2,162.3,401.2,401.2
-630.8,-220.1,-220.1,231.8,335.8,335.8
-663.3,-245.7,-245.7,258.0,255.0,255.0
-588.5,-199.6,-199.6,225.1,183.9,183.9
-516.4,-182.5,-182.5,203.8,96.6,96.6
-575.5,-225.3,-225.3,227.2,275.3,275.3
-545.7,-181.1,-181.1,205.8,210.6,210.6
-624.1,-230.1,-230.1,232.8,449.9,449.9
-759.8,-297.4,-297.4,309.9,137.1,137.1
-549.4,-217.3,-217.3,213.9,203.3,203.3
-343.0,-96.5,-96.5,111.4,-32.8,-32.8
-131.3,17.3,17.3,24.4,-334.0,-334.0
-304.7,-75.5,-75.5,115.8,-536.0,-536.0
-254.4,-51.0,-51.0,88.7,-463.0,-463.0
-254.9,-57.7,-57.7,91.9,-465.4,-465.4
-283.3,-57.3,-57.3,99.7,-469.1,-469.1
-233.8,-15.6,-15.6,84.0,-487.2,-487.2
-164.0,57.2,57.2,25.7,-265.0,-265.0
-240.5,52.8,52.8,49.1,-271.1,-271.1
-296.0,44.0,44.0,68.8,-282.8,-282.8
-300.1,54.0,54.0,63.8,-227.0,-227.0
-293.4,30.3,30.3,77.4,-388.0,-388.0
-308.2,-12.5,-12.5,97.5,-425.3,-425.3
-400.8,-64.8,-64.8,123.2,-322.3,-322.3
-358.2,-62.4,-62.4,100.6,-107.6,-107.6
-475.8,-115.4,-115.4,143.4,95.9,95.9
-426.6,-33.7,-33.7,86.7,48.5,48.5
-341.7,-6.9,-6.9,56.6,116.5,116.5
-360.3,-7.8,-7.8,61.7,132.7,132.7
-363.9,-9.2,-9.2,63.4,128.5,128.5
-347.0,0.7,0.7,53.7,151.3,151.3
-478.2,-75.5,-75.5,115.7,212.3,212.3
-488.0,-115.4,-115.4,116.4,297.4,297.4
-426.2,-108.8,-108.8,91.0,211.3,211.3
-89.1,84.9,84.9,-45.1,-483.1,-483.1
-73.9,83.5,83.5,-46.6,-553.2,-553.2
-115.4,50.7,50.7,-17.7,-648.5,-648.5
-85.7,60.0,60.0,-30.7,-627.2,-627.2
-13.1,91.6,91.6,-52.5,-637.7,-637.7
-41.4,103.2,103.2,-51.2,-590.0,-590.0
42.1,147.5,147.5,-98.5,-443.3,-443.3
84.1,149.1,149.1,-111.2,-432.1,-432.1
-70.6,86.6,86.6,-46.6,-496.4,-496.4
-230.8,33.7,33.7,26.0,-635.5,-635.5
-281.7,20.1,20.1,43.9,-579.7,-579.7
-301.3,14.0,14.0,55.7,-806.6,-806.6
-267.1,17.2,17.2,33.3,-570.2,-570.2
-219.4,44.0,44.0,9.1,-527.1,-527.1
-305.9,0.3,0.3,46.3,-415.7,-415.7
-253.5,21.5,21.5,18.6,-317.8,-317.8
-446.2,-79.1,-79.1,150.1,-119.1,-119.1
-481.8,-119.7,-119.7,155.5,289.0,289.0
-270.2,-0.4,-0.4,63.2,-83.0,-83.0
-398.1,-83.6,-83.6,130.4,86.2,86.2
-300.7,-37.5,-37.5,88.2,43.9,43.9
-380.0,-89.1,-89.1,128.0,60.5,60.5
-412.0,-226.9,-226.9,190.9,514.4,514.4
-161.7,-60.5,-60.5,54.0,-32.9,-32.9
69.6,46.9,46.9,-41.7,-260.4,-260.4
67.4,46.6,46.6,-54.9,-195.9,-195.9
-43.7,-2.3,-2.3,1.4,-320.7,-320.7
-107.5,-27.7,-27.7,32.0,-376.0,-376.0
-44.6,-3.1,-3.1,0.8,-284.1,-284.1
73.6,34.0,34.0,-35.8,-304.2,-304.2
78.0,12.3,12.3,-16.2,-302.9,-302.9
-17.3,-21.7,-21.7,17.9,-430.1,-430.1
-110.0,-68.7,-68.7,68.4,-563.1,-563.1
-239.8,-116.7,-116.7,119.4,-676.7,-676.7
-255.3,-133.4,-133.4,127.4,-627.7,-627.7
-215.3,-80.9,-80.9,107.4,-977.5,-977.5
-200.0,-66.1,-66.1,96.7,-954.9,-954.9
-237.1,-100.6,-100.6,94.5,-438.9,-438.9
-157.6,-42.7,-42.7,44.3,-278.1,-278.1
-380.2,-203.3,-203.3,159.3,174.8,174.8
-283.2,-111.7,-111.7,96.8,140.7,140.7
-325.1,-98.3,-98.3,98.6,271.6,271.6
-364.6,-104.5,-104.5,112.7,258.7,258.7
-367.3,-106.1,-106.1,113.9,266.6,266.6
-373.6,-93.7,-93.7,107.6,350.6,350.6
-395.4,-83.7,-83.7,102.1,483.8,483.8
-302.8,-30.2,-30.2,59.0,382.9,382.9
-419.8,-141.8,-141.8,126.4,445.0,445.0
-243.0,-33.5,-33.5,51.9,97.2,97.2
-92.4,67.3,67.3,-32.5,160.6,160.6
-383.6,-32.5,-32.5,78.0,321.0,321.0
-306.1,56.1,56.1,35.8,87.1,87.1
-306.1,55.2,55.2,37.5,73.5,73.5
-310.8,45.6,45.6,47.7,-28.6,-28.6
-488.9,-73.0,-73.0,130.1,203.3,203.3
-424.7,-18.9,-18.9,94.8,163.3,163.3
-430.8,27.7,27.7,70.5,337.5,337.5
-436.8,71.8,71.8,56.7,325.8,325.8
-391.5,107.3,107.3,35.5,239.3,239.3
-280.0,165.0,165.0,-4.0,-27.7,-27.7
-298.1,187.2,187.2,3.8,-222.9,-222.9
-238.4,230.0,230.0,-34.0,-94.4,-94.4
-261.8,233.1,233.1,-47.4,288.5,288.5
-378.8,147.6,147.6,-9.7,657.3,657.3
-433.5,115.7,115.7,29.2,676.7,676.7
-451.3,75.2,75.2,54.7,596.4,596.4
-415.7,69.3,69.3,49.3,564.3,564.3
-278.9,153.0,153.0,-12.8,430.8,430.8
-327.1,138.7,138.7,-2.4,593.2,593.2
-342.5,140.9,140.9,1.1,592.4,592.4
-600.4,12.7,12.7,126.5,637.7,637.7
-468.6,34.0,34.0,79.6,640.6,640.6
-436.4,26.9,26.9,79.2,492.0,492.0
-339.1,91.1,91.1,30.8,400.2,400.2
-253.4,132.3,132.3,6.2,108.6,108.6
-304.5,72.7,72.7,52.1,-69.7,-69.7
-339.3,51.6,51.6,82.3,-293.3,-293.3
-347.7,50.8,50.8,83.3,-252.3,-252.3
-282.2,61.4,61.4,49.6,-26.6,-26.6
-394.0,-20.9,-20.9,90.9,372.3,372.3
-484.7,-73.6,-73.6,130.0,481.6,481.6
-478.2,-70.8,-70.8,132.4,375.4,375.4
-370.4,16.2,16.2,85.6,54.8,54.8
-313.1,86.1,86.1,48.8,-70.7,-70.7
-276.2,101.4,101.4,29.5,1.1,1.1
-250.0,136.3,136.3,1.0,177.9,177.9
-390.5,108.6,108.6,48.8,242.8,242.8
-108.4,284.1,284.1,-107.0,323.3,323.3
-221.4,246.1,246.1,-78.5,640.4,640.4
-238.7,260.1,260.1,-81.0,715.8,715.8
-110.4,373.8,373.8,-148.7,541.9,541.9
-260.9,297.2,297.2,-83.8,684.5,684.5
-203.8,343.8,343.8,-110.8,584.1,584.1
-96.6,383.4,383.4,-167.7,811.3,811.3
-198.1,323.0,323.0,-118.0,822.6,822.6
-305.6,271.7,271.7,-59.0,615.9,615.9
-340.8,254.4,254.4,-35.0,444.1,444.1
-490.5,133.0,133.0,39.3,656.6,656.6
-362.7,187.2,187.2,-17.5,650.5,650.5
-213.4,276.8,276.8,-80.1,400.0,400.0
-28.0,377.6,377.6,-167.4,355.7,355.7
-104.9,347.9,347.9,-130.6,278.5,278.5
-289.2,245.6,245.6,-33.1,129.9,129.9
-235.2,245.8,245.8,-60.3,356.0,356.0
-513.7,82.2,82.2,63.4,645.0,645.0
-585.7,67.8,67.8,91.4,740.7,740.7
-466.9,176.1,176.1,29.9,431.1,431.1
-381.9,241.1,241.1,-7.6,165.3,165.3
-224.8,301.0,301.0,-77.5,151.2,151.2
-423.5,184.3,184.3,6.3,470.0,470.0
-448.6,182.8,182.8,14.3,493.8,493.8
-400.6,205.2,205.2,-6.6,547.3,547.3
-46.4,379.5,379.5,-195.6,950.6,950.6
-30.6,397.3,397.3,-207.6,997.2,997.2
-110.6,370.3,370.3,-168.7,893.4,893.4
-36.3,420.9,420.9,-202.4,787.2,787.2
-216.8,308.7,308.7,-122.5,1028.9,1028.9
-242.2,291.6,291.6,-107.1,973.9,973.9
-238.6,289.5,289.5,-100.8,814.4,814.4
-534.2,108.2,108.2,51.2,849.8,849.8
-433.1,150.0,150.0,8.7,795.9,795.9
-305.5,239.9,239.9,-68.1,674.4,674.4
-241.3,298.5,298.5,-84.3,205.7,205.7
-185.8,305.0,305.0,-100.9,149.4,149.4
-176.6,273.4,273.4,-85.7,25.9,25.9
-121.2,249.6,249.6,-103.2,401.7,401.7
-149.4,218.9,218.9,-79.7,333.0,333.0
-121.5,210.9,210.9,-68.8,26.7,26.7
-76.3,193.7,193.7,-86.1,238.8,238.8
-66.4,214.5,214.5,-94.7,265.5,265.5
-68.1,248.5,248.5,-111.1,349.5,349.5
-95.3,253.4,253.4,-97.0,177.7,177.7
-99.9,277.3,277.3,-120.8,512.5,512.5
-110.6,330.6,330.6,-117.0,143.3,143.3
-14.1,385.0,385.0,-181.6,364.4,364.4
125.2,462.0,462.0,-257.0,529.5,529.5
82.9,373.2,373.2,-225.5,772.9,772.9
211.5,436.6,436.6,-280.4,693.6,693.6
330.9,491.3,491.3,-327.4,565.7,565.7
285.1,472.1,472.1,-305.0,525.6,525.6
99.2,357.0,357.0,-222.9,771.5,771.5
-23.2,272.7,272.7,-149.5,606.1,606.1
-141.9,200.7,200.7,-98.9,745.0,745.0
-132.2,118.5,118.5,-70.4,659.2,659.2
190.3,228.6,228.6,-175.6,-12.0,-12.0
57.9,124.4,124.4,-118.5,-88.0,-88.0
157.9,117.1,117.1,-141.1,-144.6,-144.6
237.0,124.3,124.3,-167.7,-107.2,-107.2
212.4,108.8,108.8,-154.3,-97.4,-97.4
274.5,111.6,111.6,-172.8,-99.2,-99.2
229.0,67.9,67.9,-137.0,-223.6,-223.6
137.0,19.4,19.4,-82.0,-429.4,-429.4
42.6,-26.8,-26.8,-31.6,-548.1,-548.1
109.2,29.3,29.3,-53.3,-888.0,-888.0
12.2,-16.1,-16.1,-2.5,-1011.6,-1011.6
-59.1,-73.7,-73.7,27.6,-819.5,-819.5
-53.4,-71.5,-71.5,17.3,-657.4,-657.4
-80.6,-31.8,-31.8,29.8,-998.2,-998.2
64.7,49.4,49.4,-56.2,-680.4,-680.4
173.9,108.7,108.7,-117.3,-531.0,-531.0
-310.7,-87.6,-87.6,69.8,48.3,48.3
-296.2,-86.6,-86.6,77.6,94.8,94.8
-172.4,-13.8,-13.8,32.2,-179.9,-179.9
-201.8,-38.8,-38.8,45.4,-68.2,-68.2
-198.9,-33.1,-33.1,39.8,0.4,0.4
-433.7,-156.3,-156.3,140.1,207.0,207.0
-683.6,-278.4,-278.4,245.9,327.9,327.9
-620.4,-265.9,-265.9,232.4,147.0,147.0
-305.3,-99.3,-99.3,91.0,-82.5,-82.5
-125.4,38.5,38.5,0.7,-323.5,-323.5
-165.2,84.1,84.1,0.5,-429.8,-429.8
5.4,231.4,231.4,-91.5,-389.0,-389.0
-24.1,292.3,292.3,-117.4,-152.5,-152.5
-106.0,312.5,312.5,-106.8,-45.7,-45.7
-62.3,346.8,346.8,-137.2,57.4,57.4
-43.2,360.1,360.1,-152.6,162.8,162.8
-286.6,226.6,226.6,-53.7,551.3,551.3
-349.9,205.0,205.0,-52.1,780.1,780.1
-184.8,292.5,292.5,-132.3,810.9,810.9
-90.2,321.4,321.4,-169.7,714.9,714.9
-197.4,238.5,238.5,-96.2,481.8,481.8
-179.5,191.9,191.9,-67.9,193.4,193.4
58.1,288.6,288.6,-150.7,37.5,37.5
276.3,380.4,380.4,-252.7,115.7,115.7
226.3,329.5,329.5,-222.0,142.9,142.9
208.6,278.5,278.5,-191.8,53.8,53.8
189.2,223.9,223.9,-158.1,-85.3,-85.3
207.7,189.0,189.0,-144.5,-184.9,-184.9
-218.5,-89.2,-89.2,58.8,353.0,353.0
-365.4,-177.5,-177.5,140.2,204.7,204.7
-343.6,-209.7,-209.7,130.8,447.9,447.9
-299.9,-165.7,-165.7,121.7,-115.2,-115.2
-155.1,-87.6,-87.6,67.8,-475.0,-475.0
-79.7,-36.9,-36.9,37.7,-685.4,-685.4
-124.4,-49.6,-49.6,51.0,-670.4,-670.4
-291.8,-140.8,-140.8,111.1,-333.2,-333.2
-394.8,-176.0,-176.0,152.6,-315.9,-315.9
-428.5,-167.4,-167.4,153.1,-205.5,-205.5
-504.9,-134.7,-134.7,156.1,-82.3,-82.3
-434.9,-25.9,-25.9,98.4,122.0,122.0
-589.4,13.0,13.0,118.2,316.6,316.6
-616.9,53.1,53.1,102.7,347.9,347.9
-454.7,172.2,172.2,32.0,152.3,152.3
-372.3,210.3,210.3,-9.8,238.4,238.4
-520.3,136.1,136.1,55.4,339.3,339.3
-477.5,145.0,145.0,25.9,473.6,473.6
-470.0,151.8,151.8,13.3,662.0,662.0
-142.9,320.3,320.3,-149.2,833.3,833.3
90.0,445.0,445.0,-265.0,1054.3,1054.3
-83.9,362.9,362.9,-188.6,1149.1,1149.1
177.0,502.9,502.9,-308.8,1069.0,1069.0
184.5,475.4,475.4,-297.8,1036.5,1036.5
221.4,474.5,474.5,-307.8,1042.0,1042.0
161.3,389.7,389.7,-246.5,806.1,806.1
-260.1,48.7,48.7,0.3,759.7,759.7
-650.8,-98.5,-98.5,162.5,891.7,891.7
-246.5,152.4,152.4,-41.4,756.2,756.2
-239.6,195.1,195.1,-42.2,407.0,407.0
-271.1,208.6,208.6,-43.5,486.2,486.2
-260.7,280.7,280.7,-55.5,131.0,131.0
-215.9,297.8,297.8,-75.7,139.5,139.5
-227.4,297.6,297.6,-74.3,196.4,196.4
-444.9,161.5,161.5,28.6,390.0,390.0
-646.1,43.5,43.5,114.5,656.4,656.4
-682.1,34.7,34.7,128.6,650.0,650.0
-396.6,167.8,167.8,-9.9,654.6,654.6
-77.8,276.5,276.5,-129.6,482.2,482.2
-65.1,237.8,237.8,-96.8,173.3,173.3
-34.5,245.0,245.0,-120.1,336.5,336.5
105.9,327.9,327.9,-197.1,493.5,493.5
100.4,300.1,300.1,-184.2,513.1,513.1
289.9,337.3,337.3,-250.1,511.9,511.9
340.7,340.2,340.2,-257.9,329.9,329.9
216.9,424.0,424.0,-281.1,832.0,832.0
268.2,576.4,576.4,-359.3,936.6,936.6
244.1,566.2,566.2,-346.3,878.5,878.5
81.7,458.7,458.7,-274.0,1121.6,1121.6
25.6,430.8,430.8,-242.5,1002.0,1002.0
-21.6,404.0,404.0,-212.9,853.3,853.3
-39.5,358.3,358.3,-179.6,586.9,586.9
114.5,366.5,366.5,-214.6,318.5,318.5
128.3,361.5,361.5,-191.5,-61.9,-61.9
129.2,354.9,354.9,-196.5,-31.0,-31.0
45.6,278.9,278.9,-144.9,-27.8,-27.8
71.5,269.0,269.0,-140.5,-229.8,-229.8
55.8,258.0,258.0,-119.1,-411.3,-411.3
68.1,278.4,278.4,-134.2,-422.6,-422.6
-195.3,120.1,120.1,-14.0,-50.1,-50.1
-562.0,-75.3,-75.3,159.2,-14.6,-14.6
-543.0,-87.7,-87.7,160.5,-59.7,-59.7
-383.9,-31.0,-31.0,100.3,-191.9,-191.9
-336.6,-25.1,-25.1,73.4,18.6,18.6
-364.5,10.9,10.9,70.3,-130.1,-130.1
-361.5,63.5,63.5,60.7,-177.1,-177.1
-293.0,106.3,106.3,22.2,-77.6,-77.6
-322.9,100.5,100.5,32.3,-209.6,-209.6
-248.9,149.7,149.7,-15.0,218.0,218.0
-289.1,133.2,133.2,2.6,245.8,245.8
-206.0,170.6,170.6,-41.5,390.6,390.6
-290.2,157.5,157.5,-12.9,409.6,409.6
-316.7,151.0,151.0,-2.3,397.2,397.2
-282.4,160.3,160.3,-16.5,415.1,415.1
-280.3,135.4,135.4,-3.0,313.8,313.8
-262.3,142.9,142.9,-11.2,308.5,308.5
-232.7,159.8,159.8,-26.5,298.1,298.1
-181.1,185.3,185.3,-52.5,312.0,312.0
-251.2,198.7,198.7,-40.3,359.2,359.2
-243.7,254.8,254.8,-74.3,593.2,593.2
-210.3,292.7,292.7,-105.3,753.6,753.6
-232.3,286.7,286.7,-97.2,778.2,778.2
-247.9,282.3,282.3,-91.5,794.7,794.7
-231.1,291.6,291.6,-101.8,844.4,844.4
-128.9,371.7,371.7,-142.5,510.7,510.7
-514.5,145.5,145.5,47.1,525.1,525.1
-442.5,165.5,165.5,19.4,508.7,508.7
-340.0,231.4,231.4,-35.1,524.5,524.5
-72.5,385.2,385.2,-161.3,417.9,417.9
-172.2,322.7,322.7,-124.6,724.0,724.0
-219.9,297.9,297.9,-108.8,878.7,878.7
93.6,465.0,465.0,-264.0,997.5,997.5
-66.8,417.9,417.9,-202.6,892.4,892.4
-87.2,411.1,411.1,-194.1,898.9,898.9
-140.8,382.6,382.6,-168.3,895.3,895.3
-155.6,365.3,365.3,-161.9,965.2,965.2
-121.5,370.5,370.5,-175.2,969.4,969.4
-138.9,361.8,361.8,-165.4,932.7,932.7
-277.9,276.0,276.0,-93.7,881.6,881.6
-245.6,269.7,269.7,-91.9,622.8,622.8
-129.7,324.2,324.2,-130.9,289.9,289.9
134.7,447.1,447.1,-252.4,279.4,279.4
183.0,456.7,456.7,-268.8,238.1,238.1
209.9,446.0,446.0,-268.9,153.0,153.0
204.4,401.7,401.7,-243.0,-4.7,-4.7
253.5,378.0,378.0,-242.8,-117.0,-117.0
44.9,211.7,211.7,-122.0,55.6,55.6
105.3,170.5,170.5,-124.5,79.6,79.6
65.5,123.9,123.9,-99.4,30.8,30.8
73.9,104.8,104.8,-89.7,-85.4,-85.4
-106.8,13.6,13.6,7.7,-313.2,-313.2
-185.9,-52.8,-52.8,58.8,-437.2,-437.2
-145.9,-57.4,-57.4,51.4,-451.3,-451.3
-0.2,24.6,24.6,-6.4,-686.7,-686.7
-155.4,-72.8,-72.8,58.3,-360.5,-360.5
27.0,10.7,10.7,-13.0,-372.8,-372.8
-182.7,-86.9,-86.9,87.9,-348.3,-348.3
-120.4,-48.6,-48.6,47.9,-163.9,-163.9
-323.3,-161.1,-161.1,134.0,-81.5,-81.5
-403.5,-182.1,-182.1,166.6,-117.4,-117.4
-463.9,-182.5,-182.5,185.7,1.6,1.6
-478.6,-178.8,-178.8,185.7,45.1,45.1
-589.4,-230.3,-230.3,231.7,95.4,95.4
-613.8,-237.3,-237.3,234.9,142.2,142.2
-559.3,-172.0,-172.0,188.2,235.8,235.8
-415.0,-47.9,-47.9,87.2,486.1,486.1
-255.3,134.7,134.7,-16.1,308.9,308.9
-285.9,190.2,190.2,-21.1,163.6,163.6
